Student_ID,Name,Gender,Age,Grade_Level,Region,Country,School_Name,Mode,Course_ID,Course_Name,AI_Tool_Used,AI_Assistance_Level,Study_Hours,Video_Watched,Assignments_Submitted,Attendance_%,Quiz_Score,Assignment_Score,Exam_Score,Previous_Score,Discussion_Posts,Feedback_Sentiment,Satisfaction_Rating,Dropout_Risk,Recommendation_Count,AI_Feedback_Score,Accuracy_Score,Instructor_ID,Instructor_Experience,AI_Tool_Proficiency,Date,Semester,Academic_Year,Final_Score,Improvement_%,Performance_Category,Quiz_Score_num,Assignment_Score_num,Exam_Score_num,Previous_Score_num,AI_Feedback_Score_num,Accuracy_Score_num,Final_Score_num,PctScore,Study_Hours_num
S17948,Aarav,M,21,B.Tech 4th Year,Chennai,India,VIT,AI,C8148,AI Fundamentals,Khanmigo,42,16,23,7,78,64,67,74,78,1,Neutral,5,Medium,14,88,94,I8048,3,96,27-11-2024,1,2024,68.33,-12.4,Average,70.4,73.7,81.4,85.80000000000001,96.80000000000001,103.4,75.16300000000001,76.89000000000001,16
S17949,Ananya,F,23,B.Tech 2nd Year,Bangalore,India,BITS Pilani,AI,C8149,Machine Learning,Coursera AI Tutor,68,7,28,5,91,57,57,77,73,9,Neutral,8,Low,10,64,64,I8049,9,89,29-12-2025,2,2024,63.67,-12.78,Average,62.7,62.7,84.7,80.30000000000001,70.4,70.4,70.037,73.7,7
S17950,Dev,M,19,B.Tech 1st Year,Delhi,India,SRM,AI,C8150,AI Fundamentals,EdX Bot,93,13,22,7,80,64,88,87,61,3,Positive,9,Low,7,82,71,I8050,11,93,19-09-2025,2,2023,79.67,30.61,Average,70.4,96.80000000000001,95.7,67.10000000000001,90.2,78.10000000000001,87.63700000000001,90.97000000000001,13
S17951,Dev,M,21,B.Tech 4th Year,Chennai,India,JNTU,AI,C8151,AI Fundamentals,EdX Bot,61,9,5,5,76,50,64,62,45,5,Neutral,9,High,9,78,97,I8051,12,74,02-10-2023,1,2025,58.67,30.38,Average,55.00000000000001,70.4,68.2,49.50000000000001,85.80000000000001,106.7,64.537,66.22000000000001,9
S17952,Dev,M,24,B.Tech 3rd Year,Mumbai,India,VIT,AI,C8152,AI Fundamentals,Google Classroom AI,82,17,15,5,93,84,66,79,69,7,Neutral,8,Low,15,62,62,I8052,6,89,31-03-2024,2,2025,76.33,10.62,Average,92.4,72.60000000000001,86.9,75.9,68.2,68.2,83.96300000000001,83.71,17
S17953,Aarav,M,22,B.Tech 3rd Year,Delhi,India,SRM,Traditional,C8153,Data Science,Google Classroom AI,41,6,5,8,78,61,82,88,42,13,Neutral,8,Low,5,81,71,I8053,6,61,20-11-2025,2,2025,77,83.33,Average,61.0,82.0,88.0,42.0,81.0,71.0,77.0,80.8,6
S17954,Neha,F,24,B.Tech 2nd Year,Hyderabad,India,IIT Hyderabad,AI,C8154,Cloud Basics,Google Classroom AI,41,14,19,5,70,58,65,57,60,12,Positive,8,High,16,74,95,I8054,6,86,13-04-2023,1,2024,60,0.0,Average,63.800000000000004,71.5,62.7,66.0,81.4,104.50000000000001,66.0,65.56,14
S17955,Aarav,M,24,B.Tech 2nd Year,Delhi,India,JNTU,AI,C8155,Machine Learning,Khanmigo,87,16,12,8,95,88,95,52,66,3,Positive,5,Low,15,67,91,I8055,6,92,24-11-2023,1,2025,78.33,18.68,Average,96.80000000000001,104.50000000000001,57.2,72.60000000000001,73.7,100.10000000000001,86.16300000000001,79.31,16
S17956,Kiran,F,23,B.Tech 4th Year,Bangalore,India,IIT Hyderabad,Traditional,C8156,Data Science,Coursera AI Tutor,56,14,17,8,82,82,91,65,68,14,Positive,6,High,16,75,93,I8056,6,63,13-09-2025,2,2023,79.33,16.66,Average,82.0,91.0,65.0,68.0,75.0,93.0,79.33,76.2,14
S17957,Isha,F,19,B.Tech 4th Year,Hyderabad,India,SRM,AI,C8157,AI Fundamentals,ChatGPT,48,14,29,8,82,70,85,65,85,19,Neutral,6,Medium,14,97,79,I8057,2,87,16-08-2025,2,2025,73.33,-13.73,Average,77.0,93.50000000000001,71.5,93.50000000000001,106.7,86.9,80.66300000000001,79.2,14
S17958,Neha,F,19,B.Tech 2nd Year,Chennai,India,SRM,Traditional,C8158,Python Programming,Coursera AI Tutor,72,19,7,6,93,80,53,72,86,0,Neutral,6,Low,15,89,99,I8058,7,79,13-12-2025,1,2024,68.33,-20.55,Average,80.0,53.0,72.0,86.0,89.0,99.0,68.33,67.9,19
S17959,Kiran,M,21,B.Tech 4th Year,Pune,India,IIT Hyderabad,AI,C8159,Python Programming,EdX Bot,68,14,11,8,94,79,71,59,50,12,Positive,5,Low,8,62,81,I8059,9,73,20-09-2025,1,2025,69.67,39.34,Average,86.9,78.10000000000001,64.9,55.00000000000001,68.2,89.10000000000001,76.63700000000001,73.26,14
S17960,Dev,F,20,B.Tech 2nd Year,Hyderabad,India,JNTU,AI,C8160,AI Fundamentals,Google Classroom AI,68,16,17,9,76,92,55,55,52,17,Positive,9,Low,18,84,89,I8060,13,60,02-06-2023,1,2025,67.33,29.48,Average,101.2,60.50000000000001,60.50000000000001,57.2,92.4,97.9,74.063,68.64,16
S17961,Ananya,M,24,B.Tech 3rd Year,Hyderabad,India,IIT Hyderabad,AI,C8161,Cloud Basics,ChatGPT,93,13,22,9,72,91,64,68,77,3,Neutral,5,Low,10,74,74,I8061,12,71,12-11-2024,2,2024,74.33,-3.47,Average,100.10000000000001,70.4,74.80000000000001,84.7,81.4,81.4,81.763,78.54,13
S17962,Dev,M,18,B.Tech 2nd Year,Bangalore,India,IIT Hyderabad,Traditional,C8162,Machine Learning,EdX Bot,83,18,28,5,91,68,54,87,59,13,Neutral,5,Low,14,76,66,I8062,9,66,04-06-2023,2,2024,69.67,18.08,Average,68.0,54.0,87.0,59.0,76.0,66.0,69.67,73.3,18
S17963,Kiran,M,20,B.Tech 1st Year,Mumbai,India,IIT Hyderabad,AI,C8163,Data Science,Google Classroom AI,96,7,16,7,76,83,64,75,41,13,Neutral,5,Low,17,67,75,I8063,9,91,14-02-2023,1,2023,74,80.49,Average,91.30000000000001,70.4,82.5,45.1,73.7,82.5,81.4,80.63000000000001,7
S17964,Meera,M,20,B.Tech 2nd Year,Hyderabad,India,JNTU,AI,C8164,Cloud Basics,ChatGPT,45,13,7,9,65,94,78,67,67,4,Positive,8,Low,10,71,75,I8064,11,74,14-09-2023,2,2024,79.67,18.91,Average,103.4,85.80000000000001,73.7,73.7,78.10000000000001,82.5,87.63700000000001,83.27000000000001,13
S17965,Meera,M,19,B.Tech 2nd Year,Mumbai,India,BITS Pilani,AI,C8165,Python Programming,Coursera AI Tutor,82,10,14,7,95,66,69,76,57,1,Neutral,8,Low,13,85,87,I8065,9,98,27-02-2023,2,2025,70.33,23.39,Average,72.60000000000001,75.9,83.60000000000001,62.7,93.50000000000001,95.7,77.363,79.09000000000002,10
S17966,Riya,F,19,B.Tech 1st Year,Delhi,India,JNTU,AI,C8166,AI Fundamentals,EdX Bot,45,18,9,8,84,83,68,69,70,13,Positive,9,Medium,18,73,61,I8066,3,73,28-08-2024,1,2023,73.33,4.76,Average,91.30000000000001,74.80000000000001,75.9,77.0,80.30000000000001,67.10000000000001,80.66300000000001,78.65,18
S17967,Vikram,F,23,B.Tech 1st Year,Pune,India,IIT Hyderabad,AI,C8167,Data Science,Khanmigo,91,5,27,7,62,50,52,95,59,15,Neutral,7,Medium,10,66,85,I8067,2,87,24-02-2024,1,2024,65.67,11.31,Average,55.00000000000001,57.2,104.50000000000001,64.9,72.60000000000001,93.50000000000001,72.23700000000001,80.41,5
S17968,Meera,M,23,B.Tech 1st Year,Bangalore,India,VIT,AI,C8168,Cloud Basics,ChatGPT,76,5,13,8,74,74,83,55,84,15,Neutral,6,Low,17,84,86,I8068,11,66,12-03-2024,1,2023,70.67,-15.87,Average,81.4,91.30000000000001,60.50000000000001,92.4,92.4,94.60000000000001,77.73700000000001,73.92000000000002,5
S17969,Vikram,F,19,B.Tech 1st Year,Chennai,India,VIT,Traditional,C8169,Cloud Basics,ChatGPT,84,17,5,6,77,84,81,66,53,6,Neutral,9,Low,8,89,80,I8069,5,69,26-11-2024,2,2023,77,45.28,Average,84.0,81.0,66.0,53.0,89.0,80.0,77.0,74.1,17
S17970,Isha,M,22,B.Tech 2nd Year,Hyderabad,India,SRM,AI,C8170,Cloud Basics,Coursera AI Tutor,40,19,9,5,69,59,79,79,89,8,Positive,9,Medium,5,77,92,I8070,6,62,14-09-2024,2,2023,72.33,-18.73,Average,64.9,86.9,86.9,97.9,84.7,101.2,79.563,82.5,19
S17971,Meera,F,22,B.Tech 4th Year,Pune,India,BITS Pilani,Traditional,C8171,Data Science,Coursera AI Tutor,55,15,5,7,64,82,82,65,47,8,Positive,7,Low,5,69,60,I8071,4,81,03-10-2023,1,2025,76.33,62.4,Average,82.0,82.0,65.0,47.0,69.0,60.0,76.33,73.5,15
S17972,Riya,F,18,B.Tech 1st Year,Pune,India,SRM,AI,C8172,Machine Learning,EdX Bot,90,7,6,7,97,63,84,74,65,6,Neutral,8,Medium,13,89,90,I8072,10,67,19-06-2023,2,2023,73.67,13.34,Average,69.30000000000001,92.4,81.4,71.5,97.9,99.00000000000001,81.037,82.28,7
S17973,Neha,F,19,B.Tech 3rd Year,Mumbai,India,SRM,AI,C8173,Data Science,Khanmigo,50,9,14,7,80,55,68,65,83,11,Positive,7,Low,14,99,71,I8073,5,88,21-09-2025,2,2025,62.67,-24.49,Average,60.50000000000001,74.80000000000001,71.5,91.30000000000001,108.9,78.10000000000001,68.93700000000001,70.29,9
S17974,Dev,F,21,B.Tech 2nd Year,Hyderabad,India,VIT,Traditional,C8174,AI Fundamentals,Google Classroom AI,61,10,8,5,60,99,50,55,60,2,Neutral,7,Medium,13,80,77,I8074,6,62,15-04-2025,1,2024,68,13.33,Average,99.0,50.0,55.0,60.0,80.0,77.0,68.0,62.3,10
S17975,Dev,F,23,B.Tech 4th Year,Pune,India,JNTU,Traditional,C8175,Data Science,ChatGPT,73,9,7,6,84,69,65,86,62,15,Positive,9,Medium,5,61,78,I8075,5,97,24-02-2023,2,2025,73.33,18.27,Average,69.0,65.0,86.0,62.0,61.0,78.0,73.33,76.3,9
S17976,Isha,M,19,B.Tech 3rd Year,Bangalore,India,SRM,AI,C8176,Cloud Basics,ChatGPT,40,12,14,5,88,95,50,56,45,8,Positive,9,Low,19,94,81,I8076,8,69,23-06-2023,2,2024,67,48.89,Average,104.50000000000001,55.00000000000001,61.60000000000001,49.50000000000001,103.4,89.10000000000001,73.7,68.2,12
S17977,Aarav,M,22,B.Tech 2nd Year,Chennai,India,SRM,AI,C8177,Machine Learning,EdX Bot,52,10,19,9,93,61,75,90,58,13,Positive,5,Low,12,87,70,I8077,8,87,12-12-2023,1,2025,75.33,29.88,Average,67.10000000000001,82.5,99.00000000000001,63.800000000000004,95.7,77.0,82.863,87.67000000000002,10
S17978,Neha,F,19,B.Tech 2nd Year,Delhi,India,BITS Pilani,Traditional,C8178,Machine Learning,Google Classroom AI,88,6,25,5,78,76,92,81,65,10,Positive,6,Low,11,76,64,I8078,4,68,29-03-2025,2,2024,83,27.69,High,76.0,92.0,81.0,65.0,76.0,64.0,83.0,83.3,6
S17979,Ananya,M,22,B.Tech 3rd Year,Delhi,India,VIT,Traditional,C8179,AI Fundamentals,Google Classroom AI,85,9,10,9,78,60,76,66,42,2,Positive,9,Low,14,93,65,I8079,13,83,21-07-2025,1,2024,67.33,60.31,Average,60.0,76.0,66.0,42.0,93.0,65.0,67.33,67.8,9
S17980,Neha,F,19,B.Tech 1st Year,Mumbai,India,JNTU,Traditional,C8180,AI Fundamentals,Google Classroom AI,88,16,5,7,95,64,95,76,41,0,Negative,9,Low,14,63,83,I8080,10,68,22-10-2025,1,2023,78.33,91.05,Average,64.0,95.0,76.0,41.0,63.0,83.0,78.33,79.3,16
S17981,Meera,M,24,B.Tech 1st Year,Pune,India,BITS Pilani,Traditional,C8181,Python Programming,EdX Bot,97,11,29,6,71,77,74,52,88,5,Positive,7,Low,7,92,76,I8081,2,96,09-09-2025,2,2023,67.67,-23.1,Average,77.0,74.0,52.0,88.0,92.0,76.0,67.67,63.6,11
S17982,Ananya,F,21,B.Tech 3rd Year,Delhi,India,JNTU,AI,C8182,Python Programming,ChatGPT,81,17,14,8,91,87,68,77,46,18,Neutral,9,Low,17,83,70,I8082,11,87,25-04-2024,2,2024,77.33,68.11,Average,95.7,74.80000000000001,84.7,50.6,91.30000000000001,77.0,85.063,83.93,17
S17983,Rohit,F,18,B.Tech 4th Year,Mumbai,India,JNTU,Traditional,C8183,Python Programming,Coursera AI Tutor,67,6,6,6,81,51,58,83,52,17,Positive,8,Low,15,90,92,I8083,4,83,05-11-2025,1,2023,64,23.08,Average,51.0,58.0,83.0,52.0,90.0,92.0,64.0,69.1,6
S17984,Aarav,F,24,B.Tech 1st Year,Chennai,India,SRM,AI,C8184,Data Science,ChatGPT,88,9,28,9,60,63,96,78,53,4,Positive,9,Low,12,68,80,I8084,9,60,18-03-2023,1,2023,79,49.06,Average,69.30000000000001,105.60000000000001,85.80000000000001,58.300000000000004,74.80000000000001,88.0,86.9,88.44000000000001,9
S17985,Dev,M,21,B.Tech 2nd Year,Hyderabad,India,BITS Pilani,AI,C8185,Machine Learning,Coursera AI Tutor,52,16,13,6,60,54,79,53,49,2,Positive,5,Low,12,93,79,I8085,4,86,07-09-2023,2,2024,62,26.53,Average,59.400000000000006,86.9,58.300000000000004,53.900000000000006,102.30000000000001,86.9,68.2,67.10000000000001,16
S17986,Rohit,M,22,B.Tech 2nd Year,Bangalore,India,SRM,Traditional,C8186,AI Fundamentals,Coursera AI Tutor,77,9,21,7,96,96,94,76,68,7,Neutral,7,Low,14,80,62,I8086,8,88,13-07-2025,1,2023,88.67,30.4,High,96.0,94.0,76.0,68.0,80.0,62.0,88.67,85.4,9
S17987,Dev,F,23,B.Tech 4th Year,Chennai,India,IIT Hyderabad,AI,C8187,Python Programming,EdX Bot,69,12,20,5,83,86,60,69,67,19,Positive,9,Low,12,64,96,I8087,6,65,26-05-2025,1,2024,71.67,6.97,Average,94.60000000000001,66.0,75.9,73.7,70.4,105.60000000000001,78.837,76.67000000000002,12
S17988,Isha,F,23,B.Tech 2nd Year,Chennai,India,JNTU,AI,C8188,AI Fundamentals,Google Classroom AI,97,18,6,9,72,59,78,61,59,8,Neutral,9,Medium,5,69,87,I8088,5,63,09-07-2023,1,2023,66,11.86,Average,64.9,85.80000000000001,67.10000000000001,64.9,75.9,95.7,72.60000000000001,72.27000000000001,18
S17989,Vikram,M,20,B.Tech 1st Year,Delhi,India,BITS Pilani,AI,C8189,Python Programming,EdX Bot,75,13,20,9,87,63,84,84,45,17,Positive,9,Low,17,91,93,I8089,7,81,10-03-2025,2,2024,77,71.11,Average,69.30000000000001,92.4,92.4,49.50000000000001,100.10000000000001,102.30000000000001,84.7,87.78,13
S17990,Ananya,M,21,B.Tech 4th Year,Delhi,India,VIT,Traditional,C8190,Data Science,Coursera AI Tutor,43,19,7,9,92,67,66,59,60,19,Positive,7,Low,18,64,72,I8090,3,99,23-10-2024,1,2025,64,6.67,Average,67.0,66.0,59.0,60.0,64.0,72.0,64.0,62.7,19
S17991,Meera,M,19,B.Tech 1st Year,Bangalore,India,SRM,AI,C8191,Data Science,ChatGPT,53,7,29,7,85,83,86,63,49,2,Negative,9,Low,18,67,61,I8091,3,70,30-07-2025,1,2023,77.33,57.82,Average,91.30000000000001,94.60000000000001,69.30000000000001,53.900000000000006,73.7,67.10000000000001,85.063,81.29,7
S17992,Isha,M,18,B.Tech 4th Year,Hyderabad,India,IIT Hyderabad,AI,C8192,Cloud Basics,Coursera AI Tutor,75,19,23,6,76,66,77,71,46,6,Neutral,9,Low,9,64,64,I8092,10,89,25-08-2025,1,2024,71.33,55.07,Average,72.60000000000001,84.7,78.10000000000001,50.6,70.4,70.4,78.46300000000001,78.98,19
S17993,Dev,M,19,B.Tech 3rd Year,Chennai,India,IIT Hyderabad,AI,C8193,AI Fundamentals,EdX Bot,95,16,17,9,84,77,95,90,42,18,Negative,7,Low,9,61,91,I8093,14,69,21-09-2024,1,2023,87.33,107.93,High,84.7,104.50000000000001,99.00000000000001,46.2,67.10000000000001,100.10000000000001,96.063,97.79000000000002,16
S17994,Ananya,F,19,B.Tech 2nd Year,Pune,India,IIT Hyderabad,AI,C8194,Cloud Basics,ChatGPT,62,8,10,8,91,87,83,73,51,7,Positive,7,Medium,14,95,63,I8094,13,95,11-10-2024,1,2024,81,58.82,High,95.7,91.30000000000001,80.30000000000001,56.1,104.50000000000001,69.30000000000001,89.10000000000001,86.68,8
S17995,Kiran,M,21,B.Tech 4th Year,Delhi,India,SRM,Traditional,C8195,Data Science,Google Classroom AI,44,16,29,9,61,80,51,75,86,19,Neutral,6,Low,14,91,81,I8095,3,92,19-06-2024,2,2025,68.67,-20.15,Average,80.0,51.0,75.0,86.0,91.0,81.0,68.67,68.8,16
S17996,Dev,F,18,B.Tech 3rd Year,Chennai,India,VIT,AI,C8196,Data Science,EdX Bot,85,18,11,6,89,82,62,60,58,2,Positive,8,High,12,81,77,I8096,12,84,17-09-2025,2,2024,68,17.24,Average,90.2,68.2,66.0,63.800000000000004,89.10000000000001,84.7,74.80000000000001,71.5,18
S17997,Riya,F,20,B.Tech 1st Year,Hyderabad,India,BITS Pilani,AI,C8197,AI Fundamentals,Khanmigo,54,13,16,6,73,85,70,69,82,6,Neutral,5,Medium,6,72,85,I8097,9,91,19-01-2023,1,2023,74.67,-8.94,Average,93.50000000000001,77.0,75.9,90.2,79.2,93.50000000000001,82.13700000000001,79.75,13
S17998,Vikram,M,24,B.Tech 3rd Year,Mumbai,India,JNTU,AI,C8198,Cloud Basics,Coursera AI Tutor,62,13,18,8,72,96,91,57,66,8,Neutral,8,Low,14,65,86,I8098,6,81,17-01-2023,1,2024,81.33,23.23,High,105.60000000000001,100.10000000000001,62.7,72.60000000000001,71.5,94.60000000000001,89.46300000000001,82.5,13
S17999,Kiran,M,19,B.Tech 1st Year,Hyderabad,India,VIT,AI,C8199,Cloud Basics,Google Classroom AI,47,7,26,5,96,53,72,78,84,19,Positive,6,Low,13,91,68,I8099,10,99,11-01-2024,2,2024,67.67,-19.44,Average,58.300000000000004,79.2,85.80000000000001,92.4,100.10000000000001,74.80000000000001,74.43700000000001,78.32000000000001,7
S18000,Riya,F,18,B.Tech 4th Year,Chennai,India,SRM,AI,C8200,Cloud Basics,Google Classroom AI,97,6,19,9,70,86,87,58,56,8,Positive,7,High,9,87,85,I8100,9,96,13-07-2023,2,2023,77,37.5,Average,94.60000000000001,95.7,63.800000000000004,61.60000000000001,95.7,93.50000000000001,84.7,79.53,6
S18001,Meera,M,20,B.Tech 4th Year,Chennai,India,BITS Pilani,AI,C8201,AI Fundamentals,ChatGPT,95,15,6,6,68,72,52,87,59,8,Positive,8,Low,15,91,67,I8101,8,96,02-01-2024,1,2023,70.33,19.2,Average,79.2,57.2,95.7,64.9,100.10000000000001,73.7,77.363,80.85000000000001,15
S18002,Vikram,F,24,B.Tech 2nd Year,Bangalore,India,JNTU,AI,C8202,AI Fundamentals,EdX Bot,50,16,26,8,95,70,61,55,50,14,Negative,8,Medium,16,90,60,I8102,3,86,06-07-2024,2,2023,62,24.0,Average,77.0,67.10000000000001,60.50000000000001,55.00000000000001,99.00000000000001,66.0,68.2,65.78,16
S18003,Isha,M,19,B.Tech 2nd Year,Chennai,India,BITS Pilani,AI,C8203,AI Fundamentals,Coursera AI Tutor,46,16,14,8,81,74,68,77,62,15,Positive,5,Low,16,89,89,I8103,11,85,01-11-2025,2,2025,73,17.74,Average,81.4,74.80000000000001,84.7,68.2,97.9,97.9,80.30000000000001,81.07000000000001,16
S18004,Meera,M,18,B.Tech 4th Year,Delhi,India,JNTU,Traditional,C8204,Machine Learning,Khanmigo,62,11,21,7,63,64,54,75,66,3,Positive,7,Low,12,81,60,I8104,8,86,11-02-2025,2,2025,64.33,-2.53,Average,64.0,54.0,75.0,66.0,81.0,60.0,64.33,66.5,11
S18005,Vikram,M,24,B.Tech 1st Year,Pune,India,JNTU,Traditional,C8205,Data Science,Coursera AI Tutor,84,8,27,6,90,63,83,58,78,17,Positive,6,Low,9,64,97,I8105,13,66,27-01-2023,2,2023,68,-12.82,Average,63.0,83.0,58.0,78.0,64.0,97.0,68.0,66.5,8
S18006,Dev,F,21,B.Tech 1st Year,Bangalore,India,IIT Hyderabad,AI,C8206,Machine Learning,EdX Bot,85,19,19,6,97,62,91,94,69,18,Positive,8,Low,6,79,73,I8106,5,67,16-02-2024,2,2024,82.33,19.32,High,68.2,100.10000000000001,103.4,75.9,86.9,80.30000000000001,90.563,95.37,19
S18007,Rohit,M,23,B.Tech 4th Year,Chennai,India,SRM,AI,C8207,Machine Learning,Google Classroom AI,80,7,10,6,60,99,92,75,68,14,Positive,7,Low,18,72,95,I8107,9,83,01-02-2023,1,2024,88.67,30.4,High,108.9,101.2,82.5,74.80000000000001,79.2,104.50000000000001,97.537,93.39000000000001,7
S18008,Aarav,F,23,B.Tech 1st Year,Hyderabad,India,VIT,AI,C8208,Data Science,Khanmigo,66,6,28,7,78,82,82,74,76,17,Neutral,7,High,17,62,76,I8108,14,73,20-09-2025,1,2023,79.33,4.38,Average,90.2,90.2,81.4,83.60000000000001,68.2,83.60000000000001,87.263,85.80000000000001,6
S18009,Dev,M,19,B.Tech 4th Year,Chennai,India,IIT Hyderabad,Traditional,C8209,Python Programming,ChatGPT,70,14,6,8,68,70,82,55,41,9,Neutral,6,Low,16,69,70,I8109,4,88,14-04-2023,1,2025,69,68.29,Average,70.0,82.0,55.0,41.0,69.0,70.0,69.0,66.1,14
S18010,Isha,F,19,B.Tech 2nd Year,Hyderabad,India,IIT Hyderabad,AI,C8210,Python Programming,EdX Bot,86,15,5,8,71,92,58,70,40,12,Neutral,8,Low,5,78,77,I8110,13,72,10-02-2024,2,2024,73.33,83.32,Average,101.2,63.800000000000004,77.0,44.0,85.80000000000001,84.7,80.66300000000001,77.88000000000001,15
S18011,Neha,M,24,B.Tech 1st Year,Hyderabad,India,BITS Pilani,AI,C8211,Python Programming,Coursera AI Tutor,92,18,13,5,98,93,77,70,58,4,Positive,8,Medium,17,76,95,I8111,12,70,05-06-2024,2,2025,80,37.93,High,102.30000000000001,84.7,77.0,63.800000000000004,83.60000000000001,104.50000000000001,88.0,84.37,18
S18012,Meera,F,18,B.Tech 2nd Year,Chennai,India,JNTU,Traditional,C8212,AI Fundamentals,EdX Bot,79,16,20,8,93,73,52,96,64,19,Positive,5,Low,7,96,87,I8112,10,60,29-11-2024,2,2025,73.67,15.11,Average,73.0,52.0,96.0,64.0,96.0,87.0,73.67,78.2,16
S18013,Dev,F,23,B.Tech 3rd Year,Hyderabad,India,JNTU,AI,C8213,AI Fundamentals,ChatGPT,41,12,29,6,70,74,79,90,44,16,Neutral,5,Low,15,88,74,I8113,3,71,04-02-2024,1,2023,81,84.09,High,81.4,86.9,99.00000000000001,48.400000000000006,96.80000000000001,81.4,89.10000000000001,91.85000000000001,12
S18014,Dev,F,19,B.Tech 2nd Year,Pune,India,BITS Pilani,AI,C8214,Cloud Basics,Coursera AI Tutor,83,11,20,7,96,84,70,76,65,11,Neutral,6,High,12,62,64,I8114,9,67,26-11-2025,1,2025,76.67,17.95,Average,92.4,77.0,83.60000000000001,71.5,68.2,70.4,84.337,83.38000000000001,11
S18015,Rohit,F,20,B.Tech 3rd Year,Mumbai,India,SRM,AI,C8215,Cloud Basics,Khanmigo,87,19,18,5,76,72,68,60,78,16,Neutral,5,Low,8,97,74,I8115,4,83,22-02-2025,2,2025,66.67,-14.53,Average,79.2,74.80000000000001,66.0,85.80000000000001,106.7,81.4,73.337,71.28,19
S18016,Riya,F,19,B.Tech 2nd Year,Bangalore,India,JNTU,AI,C8216,Machine Learning,Coursera AI Tutor,70,15,27,8,76,97,95,69,64,3,Negative,8,Medium,8,74,82,I8116,6,78,06-05-2023,1,2024,87,35.94,High,106.7,104.50000000000001,75.9,70.4,81.4,90.2,95.7,90.64000000000001,15
S18017,Riya,F,23,B.Tech 2nd Year,Chennai,India,IIT Hyderabad,AI,C8217,Cloud Basics,Coursera AI Tutor,47,15,5,7,75,53,81,66,79,16,Positive,6,Medium,19,96,83,I8117,4,61,28-07-2023,2,2024,66.67,-15.61,Average,58.300000000000004,89.10000000000001,72.60000000000001,86.9,105.60000000000001,91.30000000000001,73.337,74.69000000000001,15
S18018,Aarav,M,22,B.Tech 1st Year,Mumbai,India,IIT Hyderabad,Traditional,C8218,AI Fundamentals,ChatGPT,40,9,6,9,82,97,96,83,74,2,Neutral,8,Low,14,67,66,I8118,3,61,31-07-2024,2,2025,92,24.32,High,97.0,96.0,83.0,74.0,67.0,66.0,92.0,89.7,9
S18019,Rohit,F,23,B.Tech 2nd Year,Hyderabad,India,JNTU,AI,C8219,Machine Learning,Coursera AI Tutor,64,17,13,8,99,70,75,71,46,3,Positive,8,Medium,12,77,85,I8119,11,89,09-05-2024,1,2023,72,56.52,Average,77.0,82.5,78.10000000000001,50.6,84.7,93.50000000000001,79.2,79.2,17
S18020,Riya,F,20,B.Tech 4th Year,Hyderabad,India,JNTU,Traditional,C8220,Cloud Basics,EdX Bot,56,11,20,7,99,87,52,65,41,16,Neutral,7,Low,17,88,61,I8120,8,72,24-07-2024,1,2025,68,65.85,Average,87.0,52.0,65.0,41.0,88.0,61.0,68.0,65.5,11
S18021,Riya,F,18,B.Tech 1st Year,Bangalore,India,SRM,Traditional,C8221,Cloud Basics,Google Classroom AI,69,19,9,6,71,73,60,70,82,10,Positive,5,Medium,17,95,72,I8121,14,66,24-07-2025,2,2025,67.67,-17.48,Average,73.0,60.0,70.0,82.0,95.0,72.0,67.67,67.6,19
S18022,Rohit,M,20,B.Tech 1st Year,Mumbai,India,JNTU,Traditional,C8222,Python Programming,ChatGPT,63,19,22,9,82,75,74,62,66,14,Positive,8,Low,17,63,85,I8122,10,98,30-07-2023,1,2023,70.33,6.56,Average,75.0,74.0,62.0,66.0,63.0,85.0,70.33,68.2,19
S18023,Neha,M,22,B.Tech 1st Year,Mumbai,India,SRM,Traditional,C8223,AI Fundamentals,ChatGPT,70,5,20,5,78,74,88,83,55,13,Positive,7,Low,17,66,81,I8123,10,70,04-01-2024,2,2025,81.67,48.49,High,74.0,88.0,83.0,55.0,66.0,81.0,81.67,82.7,5
S18024,Riya,M,22,B.Tech 2nd Year,Chennai,India,IIT Hyderabad,Traditional,C8224,Machine Learning,ChatGPT,90,13,9,5,91,57,59,92,72,10,Neutral,9,Low,11,96,75,I8124,7,94,09-10-2023,1,2023,69.33,-3.71,Average,57.0,59.0,92.0,72.0,96.0,75.0,69.33,75.1,13
S18025,Neha,F,19,B.Tech 1st Year,Hyderabad,India,SRM,AI,C8225,Data Science,EdX Bot,91,12,21,6,60,55,94,94,86,15,Negative,6,Low,9,94,76,I8125,12,94,25-10-2024,2,2023,81,-5.81,High,60.50000000000001,103.4,103.4,94.60000000000001,103.4,83.60000000000001,89.10000000000001,94.82000000000001,12
S18026,Isha,M,19,B.Tech 3rd Year,Delhi,India,JNTU,AI,C8226,Cloud Basics,EdX Bot,98,15,14,7,74,85,50,56,59,3,Positive,5,Medium,12,71,68,I8126,14,91,22-03-2025,2,2025,63.67,7.92,Average,93.50000000000001,55.00000000000001,61.60000000000001,64.9,78.10000000000001,74.80000000000001,70.037,66.0,15
S18027,Dev,M,23,B.Tech 3rd Year,Chennai,India,VIT,Traditional,C8227,AI Fundamentals,EdX Bot,52,17,16,9,83,83,96,81,58,4,Negative,7,Low,11,87,62,I8127,6,84,17-11-2024,2,2023,86.67,49.43,High,83.0,96.0,81.0,58.0,87.0,62.0,86.67,85.9,17
